"Refpt","Mean","Median","Min","10%ile","90%ile","Max"
"depletion",0.351713517396094,0.351556434124996,0.249119253262338,0.303700970357242,0.39708195379521,0.461585707930257
"ffmsy",0.591497815798958,0.587371123315175,0.370930958555521,0.455979899823372,0.737316297504881,0.991350479120476
"sbsbmsy",1.81521705653585,1.78968305196201,0.944395664609594,1.32173575751114,2.40777743596852,2.96494217179122
